Unnamed: 0,Property ID,Locality data,Price,Property type,Number of bedrooms,Living area m²,Equipped kitchen,Furnished,Open fire,Terrace surface m²,Garden area m²,Swimming pool,Building condition,Price per m²,Region
4036,20209772,8470,850000,house,3.0,162.0,0,0,1,,,0,As new,5246.913580246914,Flanders
1433,20135789,1200,850000,house,4.0,235.0,0,0,1,15.0,240.0,0,To be done up,3617.021276595745,Brussels
4749,20109131,6717,850000,house,4.0,290.0,1,0,1,35.0,1400.0,1,Good,2931.0344827586205,Wallonia
2249,20207182,2960,850000,house,5.0,327.0,0,0,1,,560.0,1,Good,2599.3883792048928,Flanders
2298,20243723,2321,850000,house,5.0,379.0,0,0,1,,,0,Good,2242.7440633245383,Flanders
1318,20241481,1670,850000,house,4.0,302.0,0,0,1,,,0,As new,2814.569536423841,Flanders
334,20233251,1030,850000,house,6.0,385.0,0,0,1,34.0,275.0,0,As new,2207.7922077922076,Brussels
1307,20244139,1083,850000,house,7.0,400.0,0,0,1,20.0,240.0,0,As new,2125.0,Brussels
1317,20241483,1500,850000,house,4.0,302.0,0,0,1,,,0,As new,2814.569536423841,Flanders
1319,20241175,9681,850000,house,3.0,600.0,1,0,1,,,0,Good,1416.6666666666667,Flanders
335,20233258,1200,850000,house,6.0,385.0,0,0,1,34.0,275.0,0,As new,2207.7922077922076,Brussels
8476,20094886,1050,850000,apartment,3.0,227.0,0,0,1,25.0,,0,Good,3744.493392070485,Brussels
8651,20170174,8300,850000,apartment,3.0,77.0,0,0,1,,,0,Just renovated,11038.961038961039,Flanders
5997,20245730,1180,850000,apartment,2.0,143.0,0,0,1,20.0,30.0,0,As new,5944.055944055944,Brussels
156,20238170,2600,849000,house,4.0,232.0,0,0,1,,70.0,0,Just renovated,3659.4827586206898,Flanders
784,20245251,1050,849000,house,6.0,200.0,1,1,1,,,0,Good,4245.0,Brussels
4326,20218984,2328,849000,house,5.0,411.0,0,0,1,,,0,As new,2065.693430656934,Flanders
555,20237737,9870,849000,house,4.0,378.0,1,0,1,,,0,Good,2246.031746031746,Flanders
528,20228458,9230,849000,house,4.0,327.0,0,0,1,,,0,Good,2596.330275229358,Flanders
3883,20160233,9880,849000,house,6.0,453.0,0,0,1,,,0,Good,1874.1721854304635,Flanders
3882,20160232,9880,849000,house,6.0,453.0,0,0,1,,,0,Good,1874.1721854304635,Flanders
10417,20037176,8300,849000,apartment,2.0,87.0,0,0,1,,,0,As new,9758.620689655172,Flanders
910,20238170,2600,849000,house,4.0,232.0,0,0,1,,70.0,0,Just renovated,3659.4827586206898,Flanders
6824,11441791,1150,849000,apartment,4.0,212.0,0,0,1,10.0,,0,As new,4004.7169811320755,Brussels
8016,20037247,8301,849000,apartment,2.0,87.0,0,1,1,15.0,,0,Good,9758.620689655172,Flanders
544,20236515,9992,849000,house,4.0,400.0,0,0,1,,,0,As new,2122.5,Flanders
2020,11420673,3140,849000,house,4.0,275.0,0,0,1,120.0,1200.0,1,Just renovated,3087.2727272727275,Flanders
3925,20089352,1785,848000,house,5.0,315.0,0,0,1,,1400.0,1,Good,2692.063492063492,Flanders
2560,20235225,2970,848000,house,3.0,300.0,0,0,1,,1200.0,0,Good,2826.6666666666665,Flanders
9186,11489812,8300,845000,apartment,3.0,82.0,0,0,1,,,0,Good,10304.878048780487,Flanders
694,20232800,9000,845000,house,3.0,201.0,0,0,1,,50.0,0,Good,4203.980099502488,Flanders
4748,11098159,1400,845000,house,12.0,505.0,0,0,1,,,0,To renovate,1673.2673267326732,Wallonia
6716,20189344,8300,845000,apartment,3.0,135.0,1,0,1,,,0,Good,6259.259259259259,Flanders
8122,20006534,8300,845000,apartment,3.0,82.0,0,0,1,4.0,,0,Just renovated,10304.878048780487,Flanders
1137,20147571,2660,845000,house,2.0,318.0,1,0,1,20.0,1488.0,0,Good,2657.2327044025155,Flanders
3579,20142675,1851,845000,house,3.0,330.0,1,0,1,,,0,Good,2560.6060606060605,Flanders
5041,20199261,1340,845000,house,5.0,300.0,0,0,1,40.0,,0,As new,2816.6666666666665,Wallonia
2056,20218960,8670,845000,house,3.0,147.0,0,0,1,,,0,Good,5748.299319727891,Flanders
2789,11471814,1150,845000,house,5.0,270.0,0,0,1,20.0,175.0,0,As new,3129.6296296296296,Brussels
8289,11489123,8300,845000,apartment,3.0,82.0,0,0,1,,,0,Just renovated,10304.878048780487,Flanders
3880,20061534,1300,845000,house,3.0,170.0,1,0,1,60.0,500.0,1,Good,4970.588235294118,Wallonia
